100,1
65,1
99,4
105,2
107,4
96,3
101,3
72,4
122,4
68,1
88,4
102,4
81,4
94,3
115,5
134,2
30,1
62,4
115,4
90,3
93,3
92,3
70,1
97,1
70,4
102,3
95,3
107,2
67,1
93,3
113,3
98,4
145,4
102,3
32,1
122,2
105,3
86,4
100,3
63,1
66,1
73,1
124,4
97,5
127,4
94,3
69,1
96,3
102,3
95,3
96,3
95,3
102,3
148,4
105,3
101,3
87,3
34,1
95,2
102,3
95,5
89,2
74,4
95,1
67,1
104,5
63,4
49,4
65,1
93,2
95,2
102,3
80,2
72,1
90,3
27,1
108,4
105,5
97,3
138,4
86,4
93,3
103,4
95,3
90,3
30,1
37,1
101,4
99,3
102,3
97,4
72,1
104,3
98,5
93,1
138,4
91,3
98,3
90,2
91,1
89,3
80,2
98,3
84,1
34,1
87,4
24,1
91,1
93,3
119,4
102,3
91,3
97,5
102,3
99,5
67,4
100,4
72,1
94,3
82,1
109,4
37,1
102,3
94,1
33,1
86,4
33,1
91,5
98,4
102,4
97,5
40,1
93,1
65,1
105,4
87,1
90,1
83,5
95,1
79,4
133,4
94,3
172,4
94,1
95,2
95,5
110,4
101,3
96,1
96,1
88,1
93,3
100,4
71,1
101,3
67,1
95,3
66,1
96,3
86,2
63,1
64,1
101,5
110,4
82,1
96,3
100,5
29,1
91,3
99,3
99,4
98,3
89,2
102,4
93,3
70,1
94,1
97,1
69,1
94,1
100,3
33,1
72,1
101,3
24,1
92,3
94,3
108,5
94,4
96,3
101,3
92,1
101,3
109,4
95,3
41,1
34,1
91,1
101,2
67,1
29,1
100,3
115,4
91,5
91,1
97,4
102,3
96,1
95,1
65,4
105,3
92,3
94,4
68,1
86,1
93,1
86,4
95,3
67,1
89,4
97,3
104,4
90,1
95,3
112,4
94,3
105,3
98,5
95,3
92,4
74,2
98,2
67,1
109,4
101,3
102,3
92,1
90,4
94,3
100,3
104,5
90,1
102,3
77,5
93,1
103,3
85,4
97,5
93,3
28,1
98,1
42,1
23,1
69,4
100,2
85,3
100,5
102,3
88,1
125,4
95,3
103,3
95,3
98,2
118,4
106,3
101,3
117,4
93,1
94,4
95,1
84,2
102,3
68,1
103,3
97,3
91,3
93,3
69,2
66,1
102,3
97,1
68,1
93,3
95,1
100,5
91,4
101,3
70,4
69,1
90,1
29,1
68,1
94,3
127,4
66,1
91,4
96,3
104,3
111,4
36,1
99,3
71,1
118,4
164,4
93,4
72,1
97,5
92,3
95,1
78,2
108,5
94,3
96,4
87,1
102,3
36,1
34,1
65,1
102,4
103,3
91,4
91,1
99,3
117,4
89,2
82,4
93,3
100,3
97,2
83,5
74,1
95,3
95,3
92,3
89,5
92,2
89,1
72,1
95,3
94,2
79,4
93,3
118,4
76,1
68,1
37,1
98,2
110,5
68,1
100,3
71,1
88,1
36,1
96,2
97,1
97,5
95,1
91,1
95,3
103,3
69,1
113,4
19,1
101,3
32,1
73,1
73,4
97,4
94,3
70,1
20,1
100,3
90,4
107,4
90,4
93,1
102,3
96,3
72,1
70,1
65,1
124,4
101,3
103,3
95,3
21,1
93,3
99,2
67,1
94,1
27,1
96,3
93,3
83,1
75,1
102,3
96,1
89,1
103,3
89,1
92,3
66,1
97,5
109,5
91,1
59,4
102,3
99,2
111,3
89,4
96,5
92,3
102,3
96,1
71,1
123,4
86,1
96,3
67,1
77,2
104,4
96,1
100,3
98,1
81,4
98,1
128,4
96,1
73,4
67,1
83,2
90,4
98,5
96,5
97,4
90,4
85,5
64,1
95,3
112,3
91,4
102,5
89,3
96,4
19,1
133,4
95,3
68,4
91,3
121,5
99,3
135,4
95,3
95,1
23,1
108,2
102,4
97,3
109,2
90,4
98,2
93,4
91,3
89,4
89,4
92,3
90,4
93,1
69,4
88,4
117,5
93,4
122,4
78,4
22,1
100,3
103,3
84,4
124,4
95,4
86,4
32,1
110,4
103,4
104,5
18,1
82,4
95,3
121,4
66,1
86,4
63,1
17,1
92,3
98,2
101,5
92,3
69,1
94,1
98,3
127,4
94,3
28,1
98,4
100,2
118,5
22,1
94,4
72,1
34,1
105,3
93,1
172,4
87,2
93,3
17,1
103,3
78,4
101,5
102,3
26,1
92,4
69,1
66,1
103,3
96,2
79,2
96,1
105,4
81,4
90,1
82,4
100,4
84,4
97,5
37,1
94,3
117,4
115,2
103,3
96,1
96,1
29,1
101,3
36,1
90,5
30,1
91,3
96,5
87,4
70,1
100,3
32,1
94,3
96,1
163,4
102,3
69,1
95,3
79,4
70,5
84,5
92,1
66,1
96,1
99,3
96,4
101,3
122,4
89,4
91,2
73,1
149,4
34,1
125,4
132,2
92,3
101,2
84,1
86,4
103,3
95,3
102,3
99,4
94,1
45,4
113,4
93,1
99,5
68,1
101,3
110,5
96,3
120,4
32,1
147,4
103,3
89,1
106,4
100,3
91,3
78,5
102,3
75,1
102,3
92,3
94,1
103,3
26,1
101,3
95,3
95,5
38,1
94,3
25,1
49,4
98,4
107,3
92,3
97,3
92,3
97,1
102,3
97,3
93,3
90,1
92,1
97,3
98,3
96,3
95,1
97,3
97,1
37,1
26,1
92,4
92,1
96,3
35,1
72,1
106,1
99,3
89,3
81,4
71,4
29,1
30,1
66,1
96,5
96,1
94,3
95,3
105,3
87,4
130,4
27,1
93,3
65,1
113,4
95,2
95,2
99,3
122,4
88,2
26,1
104,3
96,1
133,4
93,2
63,1
112,4
18,1
102,3
101,3
101,2
92,3
91,2
71,1
102,3
90,3
104,3
96,4
94,1
97,3
100,3
104,4
104,3
68,4
86,4
95,3
120,4
97,4
95,1
68,1
91,3
99,3
94,1
66,1
60,4
120,4
79,4
78,5
93,1
144,4
113,5
90,4
25,1
91,4
35,1
39,1
110,2
94,4
101,3
106,4
97,5
65,1
93,3
104,4
105,3
110,4
85,4
104,3
93,1
95,5
88,1
109,1
102,3
98,2
96,3
97,3
22,1
101,3
87,1
97,3
92,3
113,4
71,1
94,3
93,5
64,1
95,3
94,3
128,4
94,3
95,3
98,5
96,5
26,1
99,5
95,3
95,1
68,1
94,2
95,4
67,1
98,1
102,3
93,3
94,1
109,5
96,4
85,4
90,1
92,3
84,4
69,1
98,5
102,3
92,3
67,4
93,3
89,1
89,1
109,4
125,5
30,1
21,1
101,3
70,1
67,1
39,1
100,5
98,5
108,3
96,4
89,1
56,4
107,4
103,5
115,4
56,4
94,3
100,4
84,2
97,4
92,3
94,3
114,4
98,3
96,1
73,1
94,1
66,1
94,3
94,3
99,3
97,5
108,4
92,3
100,3
112,4
96,3
73,1
102,3
79,2
102,3
94,3
35,1
37,1
30,1
92,1
23,1
90,2
94,3
114,5
113,4
103,3
92,5
85,2
67,1
97,1
35,1
101,3
94,4
98,3
97,2
98,3
93,4
29,1
94,4
29,1
75,1
84,1
112,4
96,1
28,1
90,1
97,1
103,3
95,1
96,5
73,1
93,2
117,4
90,4
93,4
104,3
92,3
72,1
70,2
69,1
106,3
91,1
98,3
90,3
94,5
90,4
109,4
107,4
96,4
94,3
68,1
115,4
32,1
98,2
100,1
96,2
71,1
93,1
75,1
100,2
91,3
31,1
19,1
96,5
102,3
91,3
93,1
124,4
102,3
87,5
66,1
121,4
29,1
22,1
112,4
139,4
102,3
100,3
84,5
93,3
94,1
40,1
93,4
94,4
65,1
66,1
99,3
94,1
93,1
100,2
93,1
98,3
91,3
122,4
100,3
106,4
63,1
103,4
94,2
33,1
98,4
101,3
108,1
81,5
111,4
100,1
94,3
123,4
103,3
93,3
99,4
94,3
80,4
94,5
101,3
97,4
96,5
110,4
99,3
104,1
67,1
94,3
36,1
100,4
99,2
96,3
70,1
103,3
75,4
34,1
65,1
97,3
95,3
97,3
95,1
100,4
102,4
90,1
100,1
101,4
141,4
98,2
101,5
93,4
90,1
29,1
68,1
76,1
112,4
69,1
93,3
94,2
87,1
103,3
83,1
71,1
97,5
87,2
100,3
109,4
31,1
92,5
76,4
81,4
87,4
90,4
102,5
148,4
99,3
95,2
103,3
94,3
155,4
88,4
100,3
14,1
94,3
95,5
73,1
34,1
36,1
96,3
96,5
109,4
86,5
101,3
102,3
12,1
108,4
134,4
112,4
66,1
132,4
70,1
115,4
103,3
96,1
97,2
73,4
85,3
103,4
104,4
98,3
94,3
70,1
94,3
97,4
101,3
93,3
68,1
62,2
92,4
103,3
103,4
94,4
101,3
69,1
91,4
149,4
80,4
14,1
94,2
72,1
33,1
106,2
102,3
98,3
97,5
94,1
90,4
103,3
98,4
92,3
82,5
106,4
93,3
71,2
69,1
95,3
91,4
94,3
120,4
102,4
89,3
85,4
101,3
107,3
101,3
104,4
91,4
94,3
70,1
99,4
126,4
63,1
90,1
113,2
91,4
30,1
104,3
101,1
106,4
97,3
96,1
101,4
38,1
102,3
102,3
72,1
37,1
94,4
94,3
96,5
101,2
65,1
84,1
77,1
96,3
95,3
87,1
98,5
101,3
119,5
72,1
64,1
104,3
91,1
70,1
109,1
101,3
95,4
97,3
27,1
90,4
74,5
100,3
119,4
103,3
132,4
102,3
103,3
71,1
30,1
68,4
98,3
94,4
35,1
95,5
50,4
103,4
69,1
120,4
103,3
107,3
93,3
105,4
104,3
109,3
80,5
102,3
103,3
127,4
66,1
115,4
94,3
63,1
90,3
88,4
115,4
32,1
99,3
17,1
101,3
105,5
101,3
94,3
104,3
73,2
102,3
48,1
94,3
101,3
92,5
94,3
71,4
95,4
103,3
90,3
90,2
103,5
96,3
92,4
105,2
40,1
66,1
101,3
97,2
99,2
65,1
107,2
99,2
134,4
106,5
34,1
95,5
106,3
82,4
84,5
18,1
108,4
94,5
68,1
38,1
81,5
65,1
75,1
86,2
100,3
89,4
84,1
92,5
90,2
92,3
31,1
32,1
